product_id,product_name,category,subcategory,price,currency,sku,is_active,created_at,updated_at,_source,_loaded_at
P00149,Phone Product 149,Electronics,Phone,3154.245,VND,SKU000149,True,2024-01-26T00:00:00+00:00,2024-03-02T00:00:00+00:00,erp,2024-03-02T01:00:00+00:00
P00150,Phone Product 150,Electronics,Phone,2888.5094,VND,SKU000150,True,2025-09-25T00:00:00+00:00,2025-10-29T00:00:00+00:00,erp,2025-10-29T01:00:00+00:00
P00151,Indoor Product 151,Sports,Indoor,3294.6895,VND,SKU000151,True,2024-01-20T00:00:00+00:00,2024-01-27T00:00:00+00:00,erp,2024-01-27T01:00:00+00:00
P00152,Men Product 152,Fashion,Men,3531.0323,VND,SKU000152,False,2024-09-08T00:00:00+00:00,2024-10-31T00:00:00+00:00,erp,2024-10-31T01:00:00+00:00
P00153,Women Product 153,Fashion,Women,2462.4505,VND,SKU000153,True,2025-08-26T00:00:00+00:00,2025-08-28T00:00:00+00:00,woocommerce,2025-08-28T01:00:00+00:00
P00154,Fitness Product 154,Sports,Fitness,4299.6456,VND,SKU000154,True,2025-02-28T00:00:00+00:00,2025-03-01T00:00:00+00:00,woocommerce,2025-03-01T01:00:00+00:00
P00155,Men Product 155,Fashion,Men,2713.4786,VND,SKU000155,True,2024-04-27T00:00:00+00:00,2024-05-03T00:00:00+00:00,erp,2024-05-03T01:00:00+00:00
P00156,Kitchen Product 156,Home,Kitchen,1540.9031,VND,SKU000156,False,2024-04-01T00:00:00+00:00,2024-04-10T00:00:00+00:00,erp,2024-04-10T01:00:00+00:00
P00157,Tablet Product 157,Electronics,Tablet,145.5843,VND,SKU000157,True,2024-11-29T00:00:00+00:00,2024-12-10T00:00:00+00:00,woocommerce,2024-12-10T01:00:00+00:00
P00158,Fitness Product 158,Sports,Fitness,2069.9858,VND,SKU000158,True,2024-11-23T00:00:00+00:00,2024-12-02T00:00:00+00:00,woocommerce,2024-12-02T01:00:00+00:00
P00159,Fitness Product 159,Sports,Fitness,1205.7186,VND,SKU000159,True,2024-02-23T00:00:00+00:00,2024-03-06T00:00:00+00:00,woocommerce,2024-03-06T01:00:00+00:00
P00160,Fitness Product 160,Sports,Fitness,1598.4989,VND,SKU000160,False,2024-10-02T00:00:00+00:00,2024-10-05T00:00:00+00:00,erp,2024-10-05T01:00:00+00:00
P00161,Fitness Product 161,Sports,Fitness,1176.3649,VND,SKU000161,True,2025-02-21T00:00:00+00:00,2025-04-02T00:00:00+00:00,woocommerce,2025-04-02T01:00:00+00:00
P00162,Phone Product 162,Electronics,Phone,3928.2188,VND,SKU000162,True,2025-07-22T00:00:00+00:00,2025-09-01T00:00:00+00:00,woocommerce,2025-09-01T01:00:00+00:00
P00163,Fitness Product 163,Sports,Fitness,1025.25,VND,SKU000163,True,2025-10-13T00:00:00+00:00,2025-11-14T00:00:00+00:00,woocommerce,2025-11-14T01:00:00+00:00
P00164,Furniture Product 164,Home,Furniture,2124.5248,VND,SKU000164,False,2025-07-04T00:00:00+00:00,2025-09-02T00:00:00+00:00,erp,2025-09-02T01:00:00+00:00
P00165,Laptop Product 165,Electronics,Laptop,3268.7637,VND,SKU000165,True,2025-09-27T00:00:00+00:00,2025-10-15T00:00:00+00:00,erp,2025-10-15T01:00:00+00:00
P00166,Laptop Product 166,Electronics,Laptop,1261.9359,VND,SKU000166,False,2024-10-06T00:00:00+00:00,2024-11-13T00:00:00+00:00,woocommerce,2024-11-13T01:00:00+00:00
P00167,Decor Product 167,Home,Decor,236.9688,VND,SKU000167,True,2025-06-06T00:00:00+00:00,2025-06-24T00:00:00+00:00,woocommerce,2025-06-24T01:00:00+00:00
P00168,Laptop Product 168,Electronics,Laptop,706.8548,VND,SKU000168,True,2024-05-05T00:00:00+00:00,2024-06-27T00:00:00+00:00,woocommerce,2024-06-27T01:00:00+00:00
P00169,Decor Product 169,Home,Decor,1598.3367,VND,SKU000169,True,2025-05-31T00:00:00+00:00,2025-07-21T00:00:00+00:00,woocommerce,2025-07-21T01:00:00+00:00
P00170,Outdoor Product 170,Sports,Outdoor,4915.2795,VND,SKU000170,True,2024-09-08T00:00:00+00:00,2024-10-20T00:00:00+00:00,erp,2024-10-20T01:00:00+00:00
P00171,Indoor Product 171,Sports,Indoor,4570.951,VND,SKU000171,True,2024-12-02T00:00:00+00:00,2024-12-03T00:00:00+00:00,erp,2024-12-03T01:00:00+00:00
P00172,Fitness Product 172,Sports,Fitness,875.9447,VND,SKU000172,False,2024-01-10T00:00:00+00:00,2024-02-22T00:00:00+00:00,woocommerce,2024-02-22T01:00:00+00:00
P00173,Tablet Product 173,Electronics,Tablet,2697.8601,VND,SKU000173,False,2025-10-28T00:00:00+00:00,2025-11-01T00:00:00+00:00,erp,2025-11-01T01:00:00+00:00
P00174,Women Product 174,Fashion,Women,1939.8877,VND,SKU000174,True,2025-09-07T00:00:00+00:00,2025-09-29T00:00:00+00:00,erp,2025-09-29T01:00:00+00:00
P00175,Outdoor Product 175,Sports,Outdoor,56.7229,VND,SKU000175,True,2024-07-16T00:00:00+00:00,2024-08-13T00:00:00+00:00,woocommerce,2024-08-13T01:00:00+00:00
P00176,Men Product 176,Fashion,Men,3071.0791,VND,SKU000176,True,2024-04-02T00:00:00+00:00,2024-05-24T00:00:00+00:00,erp,2024-05-24T01:00:00+00:00
P00177,Kitchen Product 177,Home,Kitchen,1410.9742,VND,SKU000177,True,2025-01-06T00:00:00+00:00,2025-01-08T00:00:00+00:00,erp,2025-01-08T01:00:00+00:00
P00178,Decor Product 178,Home,Decor,4350.882,VND,SKU000178,False,2025-02-09T00:00:00+00:00,2025-02-16T00:00:00+00:00,erp,2025-02-16T01:00:00+00:00
P00179,Decor Product 179,Home,Decor,3415.0942,VND,SKU000179,True,2025-08-02T00:00:00+00:00,2025-09-14T00:00:00+00:00,erp,2025-09-14T01:00:00+00:00
P00180,Decor Product 180,Home,Decor,1305.5262,VND,SKU000180,True,2024-03-07T00:00:00+00:00,2024-03-15T00:00:00+00:00,woocommerce,2024-03-15T01:00:00+00:00
P00181,Decor Product 181,Home,Decor,3391.895,VND,SKU000181,True,2024-01-24T00:00:00+00:00,2024-03-08T00:00:00+00:00,woocommerce,2024-03-08T01:00:00+00:00
P00182,Laptop Product 182,Electronics,Laptop,4715.9404,VND,SKU000182,True,2025-10-18T00:00:00+00:00,2025-11-30T00:00:00+00:00,woocommerce,2025-11-30T01:00:00+00:00
P00183,Outdoor Product 183,Sports,Outdoor,3404.0656,VND,SKU000183,False,2024-10-07T00:00:00+00:00,2024-10-14T00:00:00+00:00,woocommerce,2024-10-14T01:00:00+00:00
P00184,Kids Product 184,Fashion,Kids,3608.8892,VND,SKU000184,True,2024-02-14T00:00:00+00:00,2024-04-10T00:00:00+00:00,woocommerce,2024-04-10T01:00:00+00:00
P00185,Indoor Product 185,Sports,Indoor,35.7448,VND,SKU000185,True,2025-04-04T00:00:00+00:00,2025-04-24T00:00:00+00:00,woocommerce,2025-04-24T01:00:00+00:00
P00186,Tablet Product 186,Electronics,Tablet,1135.8837,VND,SKU000186,False,2024-01-26T00:00:00+00:00,2024-03-13T00:00:00+00:00,erp,2024-03-13T01:00:00+00:00
P00187,Furniture Product 187,Home,Furniture,1560.9212,VND,SKU000187,True,2024-06-17T00:00:00+00:00,2024-07-08T00:00:00+00:00,erp,2024-07-08T01:00:00+00:00
P00188,Outdoor Product 188,Sports,Outdoor,3988.1323,VND,SKU000188,True,2024-01-25T00:00:00+00:00,2024-03-02T00:00:00+00:00,woocommerce,2024-03-02T01:00:00+00:00
P00189,Furniture Product 189,Home,Furniture,4794.4253,VND,SKU000189,True,2025-04-29T00:00:00+00:00,2025-05-14T00:00:00+00:00,woocommerce,2025-05-14T01:00:00+00:00
P00190,Furniture Product 190,Home,Furniture,2198.2621,VND,SKU000190,True,2025-09-06T00:00:00+00:00,2025-10-15T00:00:00+00:00,woocommerce,2025-10-15T01:00:00+00:00
P00191,Phone Product 191,Electronics,Phone,176.3849,VND,SKU000191,True,2024-03-03T00:00:00+00:00,2024-04-30T00:00:00+00:00,erp,2024-04-30T01:00:00+00:00
P00192,Furniture Product 192,Home,Furniture,1514.3407,VND,SKU000192,False,2025-03-28T00:00:00+00:00,2025-03-31T00:00:00+00:00,erp,2025-03-31T01:00:00+00:00
P00193,Tablet Product 193,Electronics,Tablet,270.4937,VND,SKU000193,False,2024-02-27T00:00:00+00:00,2024-04-02T00:00:00+00:00,woocommerce,2024-04-02T01:00:00+00:00
P00194,Tablet Product 194,Electronics,Tablet,4324.2679,VND,SKU000194,True,2025-02-24T00:00:00+00:00,2025-03-10T00:00:00+00:00,woocommerce,2025-03-10T01:00:00+00:00
P00195,Outdoor Product 195,Sports,Outdoor,3104.8514,VND,SKU000195,True,2025-03-14T00:00:00+00:00,2025-05-09T00:00:00+00:00,woocommerce,2025-05-09T01:00:00+00:00
P00196,Laptop Product 196,Electronics,Laptop,2943.1886,VND,SKU000196,True,2025-06-13T00:00:00+00:00,2025-07-04T00:00:00+00:00,erp,2025-07-04T01:00:00+00:00
P00197,Tablet Product 197,Electronics,Tablet,3949.188,VND,SKU000197,True,2024-03-10T00:00:00+00:00,2024-04-16T00:00:00+00:00,erp,2024-04-16T01:00:00+00:00
P00198,Women Product 198,Fashion,Women,3625.869,VND,SKU000198,False,2025-03-07T00:00:00+00:00,2025-04-06T00:00:00+00:00,erp,2025-04-06T01:00:00+00:00
P00199,Furniture Product 199,Home,Furniture,647.1269,VND,SKU000199,False,2024-02-15T00:00:00+00:00,2024-02-18T00:00:00+00:00,woocommerce,2024-02-18T01:00:00+00:00
P00200,Kids Product 200,Fashion,Kids,736.6672,VND,SKU000200,False,2025-07-08T00:00:00+00:00,2025-08-26T00:00:00+00:00,woocommerce,2025-08-26T01:00:00+00:00
P00201,Women Product 201,Fashion,Women,2593.2261,VND,SKU000201,True,2025-01-12T00:00:00+00:00,2025-01-12T00:00:00+00:00,erp,2025-01-12T01:00:00+00:00
P00202,Decor Product 202,Home,Decor,282.4904,VND,SKU000202,True,2025-07-26T00:00:00+00:00,2025-09-18T00:00:00+00:00,erp,2025-09-18T01:00:00+00:00
P00203,Decor Product 203,Home,Decor,351.3348,VND,SKU000203,True,2024-07-25T00:00:00+00:00,2024-09-13T00:00:00+00:00,woocommerce,2024-09-13T01:00:00+00:00
P00204,Indoor Product 204,Sports,Indoor,2896.2696,VND,SKU000204,True,2024-12-05T00:00:00+00:00,2025-01-28T00:00:00+00:00,woocommerce,2025-01-28T01:00:00+00:00
P00205,Outdoor Product 205,Sports,Outdoor,2276.9674,VND,SKU000205,True,2024-06-15T00:00:00+00:00,2024-06-21T00:00:00+00:00,woocommerce,2024-06-21T01:00:00+00:00
P00206,Furniture Product 206,Home,Furniture,3469.1706,VND,SKU000206,False,2025-10-16T00:00:00+00:00,2025-10-30T00:00:00+00:00,erp,2025-10-30T01:00:00+00:00
P00207,Kitchen Product 207,Home,Kitchen,3703.0061,VND,SKU000207,True,2024-12-05T00:00:00+00:00,2025-01-25T00:00:00+00:00,woocommerce,2025-01-25T01:00:00+00:00
P00208,Furniture Product 208,Home,Furniture,377.9185,VND,SKU000208,True,2025-01-06T00:00:00+00:00,2025-01-06T00:00:00+00:00,erp,2025-01-06T01:00:00+00:00
P00209,Kitchen Product 209,Home,Kitchen,3160.3595,VND,SKU000209,True,2025-03-26T00:00:00+00:00,2025-04-07T00:00:00+00:00,erp,2025-04-07T01:00:00+00:00
P00210,Phone Product 210,Electronics,Phone,878.9916,VND,SKU000210,True,2024-07-21T00:00:00+00:00,2024-08-08T00:00:00+00:00,erp,2024-08-08T01:00:00+00:00
P00211,Kids Product 211,Fashion,Kids,987.9779,VND,SKU000211,True,2024-09-08T00:00:00+00:00,2024-09-19T00:00:00+00:00,woocommerce,2024-09-19T01:00:00+00:00
P00212,Phone Product 212,Electronics,Phone,1900.8246,VND,SKU000212,True,2025-11-24T00:00:00+00:00,2025-12-02T00:00:00+00:00,woocommerce,2025-12-02T01:00:00+00:00
P00213,Kitchen Product 213,Home,Kitchen,1854.5069,VND,SKU000213,True,2025-04-12T00:00:00+00:00,2025-04-27T00:00:00+00:00,erp,2025-04-27T01:00:00+00:00
P00214,Indoor Product 214,Sports,Indoor,730.7169,VND,SKU000214,True,2024-03-07T00:00:00+00:00,2024-03-14T00:00:00+00:00,erp,2024-03-14T01:00:00+00:00
P00215,Decor Product 215,Home,Decor,1877.534,VND,SKU000215,False,2025-01-22T00:00:00+00:00,2025-03-07T00:00:00+00:00,erp,2025-03-07T01:00:00+00:00
P00216,Tablet Product 216,Electronics,Tablet,4273.6328,VND,SKU000216,True,2025-08-24T00:00:00+00:00,2025-09-05T00:00:00+00:00,erp,2025-09-05T01:00:00+00:00
P00217,Men Product 217,Fashion,Men,3980.1035,VND,SKU000217,True,2024-02-24T00:00:00+00:00,2024-04-04T00:00:00+00:00,woocommerce,2024-04-04T01:00:00+00:00
P00218,Decor Product 218,Home,Decor,2358.6298,VND,SKU000218,True,2024-03-24T00:00:00+00:00,2024-05-13T00:00:00+00:00,erp,2024-05-13T01:00:00+00:00
P00219,Indoor Product 219,Sports,Indoor,2497.953,VND,SKU000219,False,2025-06-05T00:00:00+00:00,2025-06-28T00:00:00+00:00,erp,2025-06-28T01:00:00+00:00
P00220,Kids Product 220,Fashion,Kids,3475.6033,VND,SKU000220,False,2025-01-17T00:00:00+00:00,2025-02-19T00:00:00+00:00,woocommerce,2025-02-19T01:00:00+00:00
P00221,Kids Product 221,Fashion,Kids,4606.7143,VND,SKU000221,True,2025-02-14T00:00:00+00:00,2025-03-26T00:00:00+00:00,erp,2025-03-26T01:00:00+00:00
P00222,Furniture Product 222,Home,Furniture,1179.5791,VND,SKU000222,True,2025-04-07T00:00:00+00:00,2025-06-01T00:00:00+00:00,woocommerce,2025-06-01T01:00:00+00:00
P00223,Outdoor Product 223,Sports,Outdoor,4678.1395,VND,SKU000223,True,2025-08-08T00:00:00+00:00,2025-08-18T00:00:00+00:00,woocommerce,2025-08-18T01:00:00+00:00
P00224,Phone Product 224,Electronics,Phone,2228.0815,VND,SKU000224,True,2024-03-27T00:00:00+00:00,2024-04-14T00:00:00+00:00,erp,2024-04-14T01:00:00+00:00
P00225,Laptop Product 225,Electronics,Laptop,1688.5062,VND,SKU000225,False,2025-06-08T00:00:00+00:00,2025-07-17T00:00:00+00:00,woocommerce,2025-07-17T01:00:00+00:00
P00226,Outdoor Product 226,Sports,Outdoor,2492.7399,VND,SKU000226,True,2025-01-11T00:00:00+00:00,2025-03-03T00:00:00+00:00,woocommerce,2025-03-03T01:00:00+00:00
P00227,Phone Product 227,Electronics,Phone,1335.4681,VND,SKU000227,True,2025-03-28T00:00:00+00:00,2025-04-11T00:00:00+00:00,woocommerce,2025-04-11T01:00:00+00:00
P00228,Laptop Product 228,Electronics,Laptop,2737.7929,VND,SKU000228,True,2025-05-28T00:00:00+00:00,2025-06-29T00:00:00+00:00,woocommerce,2025-06-29T01:00:00+00:00
P00229,Furniture Product 229,Home,Furniture,1807.5821,VND,SKU000229,True,2024-05-01T00:00:00+00:00,2024-05-05T00:00:00+00:00,woocommerce,2024-05-05T01:00:00+00:00
P00230,Decor Product 230,Home,Decor,1520.5508,VND,SKU000230,True,2024-12-03T00:00:00+00:00,2024-12-19T00:00:00+00:00,erp,2024-12-19T01:00:00+00:00
P00231,Decor Product 231,Home,Decor,1313.0659,VND,SKU000231,True,2025-07-10T00:00:00+00:00,2025-09-06T00:00:00+00:00,woocommerce,2025-09-06T01:00:00+00:00
P00232,Women Product 232,Fashion,Women,2903.9694,VND,SKU000232,True,2025-02-19T00:00:00+00:00,2025-04-12T00:00:00+00:00,woocommerce,2025-04-12T01:00:00+00:00
P00233,Kitchen Product 233,Home,Kitchen,3619.4461,VND,SKU000233,True,2024-08-21T00:00:00+00:00,2024-09-04T00:00:00+00:00,woocommerce,2024-09-04T01:00:00+00:00
P00234,Decor Product 234,Home,Decor,2767.5501,VND,SKU000234,False,2025-08-24T00:00:00+00:00,2025-10-13T00:00:00+00:00,woocommerce,2025-10-13T01:00:00+00:00
P00235,Men Product 235,Fashion,Men,947.3543,VND,SKU000235,False,2024-11-16T00:00:00+00:00,2025-01-09T00:00:00+00:00,erp,2025-01-09T01:00:00+00:00
P00236,Outdoor Product 236,Sports,Outdoor,1879.7538,VND,SKU000236,True,2025-07-25T00:00:00+00:00,2025-07-26T00:00:00+00:00,woocommerce,2025-07-26T01:00:00+00:00
P00237,Laptop Product 237,Electronics,Laptop,1779.7656,VND,SKU000237,True,2025-11-05T00:00:00+00:00,2025-12-28T00:00:00+00:00,woocommerce,2025-12-28T01:00:00+00:00
P00238,Indoor Product 238,Sports,Indoor,3895.4306,VND,SKU000238,True,2025-02-17T00:00:00+00:00,2025-04-06T00:00:00+00:00,woocommerce,2025-04-06T01:00:00+00:00
P00239,Tablet Product 239,Electronics,Tablet,704.2823,VND,SKU000239,True,2024-02-02T00:00:00+00:00,2024-04-01T00:00:00+00:00,woocommerce,2024-04-01T01:00:00+00:00
P00240,Fitness Product 240,Sports,Fitness,2677.108,VND,SKU000240,True,2025-02-04T00:00:00+00:00,2025-02-08T00:00:00+00:00,woocommerce,2025-02-08T01:00:00+00:00
P00241,Laptop Product 241,Electronics,Laptop,3198.6265,VND,SKU000241,True,2025-08-06T00:00:00+00:00,2025-09-03T00:00:00+00:00,erp,2025-09-03T01:00:00+00:00
P00242,Furniture Product 242,Home,Furniture,896.4041,VND,SKU000242,False,2025-11-22T00:00:00+00:00,2025-12-27T00:00:00+00:00,erp,2025-12-27T01:00:00+00:00
P00243,Furniture Product 243,Home,Furniture,4815.3428,VND,SKU000243,True,2024-03-12T00:00:00+00:00,2024-05-09T00:00:00+00:00,erp,2024-05-09T01:00:00+00:00
P00244,Kitchen Product 244,Home,Kitchen,359.1974,VND,SKU000244,True,2025-11-06T00:00:00+00:00,2025-12-09T00:00:00+00:00,woocommerce,2025-12-09T01:00:00+00:00
P00245,Phone Product 245,Electronics,Phone,4549.9641,VND,SKU000245,False,2024-11-30T00:00:00+00:00,2025-01-24T00:00:00+00:00,erp,2025-01-24T01:00:00+00:00
P00246,Phone Product 246,Electronics,Phone,2396.4732,VND,SKU000246,True,2025-07-03T00:00:00+00:00,2025-07-29T00:00:00+00:00,woocommerce,2025-07-29T01:00:00+00:00
P00247,Furniture Product 247,Home,Furniture,2166.6814,VND,SKU000247,False,2024-07-29T00:00:00+00:00,2024-08-17T00:00:00+00:00,erp,2024-08-17T01:00:00+00:00
P00248,Kids Product 248,Fashion,Kids,3586.6925,VND,SKU000248,False,2024-07-26T00:00:00+00:00,2024-08-27T00:00:00+00:00,woocommerce,2024-08-27T01:00:00+00:00
P00249,Furniture Product 249,Home,Furniture,329.2105,VND,SKU000249,False,2024-05-26T00:00:00+00:00,2024-06-23T00:00:00+00:00,erp,2024-06-23T01:00:00+00:00
P00250,Kids Product 250,Fashion,Kids,2318.8503,VND,SKU000250,True,2025-05-17T00:00:00+00:00,2025-06-15T00:00:00+00:00,erp,2025-06-15T01:00:00+00:00
P00251,Kids Product 251,Fashion,Kids,3504.5795,VND,SKU000251,True,2025-04-12T00:00:00+00:00,2025-05-04T00:00:00+00:00,woocommerce,2025-05-04T01:00:00+00:00
P00252,Kitchen Product 252,Home,Kitchen,4500.8235,VND,SKU000252,False,2024-09-12T00:00:00+00:00,2024-09-23T00:00:00+00:00,woocommerce,2024-09-23T01:00:00+00:00
P00253,Indoor Product 253,Sports,Indoor,2847.3902,VND,SKU000253,False,2024-07-06T00:00:00+00:00,2024-08-19T00:00:00+00:00,erp,2024-08-19T01:00:00+00:00
P00254,Furniture Product 254,Home,Furniture,3144.1352,VND,SKU000254,True,2024-10-07T00:00:00+00:00,2024-12-02T00:00:00+00:00,erp,2024-12-02T01:00:00+00:00
P00255,Kitchen Product 255,Home,Kitchen,2768.5912,VND,SKU000255,True,2025-02-25T00:00:00+00:00,2025-04-14T00:00:00+00:00,erp,2025-04-14T01:00:00+00:00
P00256,Tablet Product 256,Electronics,Tablet,2260.1706,VND,SKU000256,True,2024-11-29T00:00:00+00:00,2024-12-25T00:00:00+00:00,erp,2024-12-25T01:00:00+00:00
P00257,Laptop Product 257,Electronics,Laptop,3197.9445,VND,SKU000257,False,2024-01-28T00:00:00+00:00,2024-02-01T00:00:00+00:00,woocommerce,2024-02-01T01:00:00+00:00
P00258,Kids Product 258,Fashion,Kids,980.0739,VND,SKU000258,True,2025-02-12T00:00:00+00:00,2025-04-07T00:00:00+00:00,erp,2025-04-07T01:00:00+00:00
P00259,Men Product 259,Fashion,Men,3354.7749,VND,SKU000259,False,2024-05-19T00:00:00+00:00,2024-06-08T00:00:00+00:00,woocommerce,2024-06-08T01:00:00+00:00
P00260,Fitness Product 260,Sports,Fitness,3288.5428,VND,SKU000260,False,2024-03-25T00:00:00+00:00,2024-04-29T00:00:00+00:00,erp,2024-04-29T01:00:00+00:00
P00261,Outdoor Product 261,Sports,Outdoor,4194.0943,VND,SKU000261,True,2024-06-14T00:00:00+00:00,2024-06-24T00:00:00+00:00,erp,2024-06-24T01:00:00+00:00
P00262,Men Product 262,Fashion,Men,1960.339,VND,SKU000262,True,2025-07-01T00:00:00+00:00,2025-08-17T00:00:00+00:00,erp,2025-08-17T01:00:00+00:00
P00263,Men Product 263,Fashion,Men,897.9217,VND,SKU000263,True,2025-03-27T00:00:00+00:00,2025-04-18T00:00:00+00:00,erp,2025-04-18T01:00:00+00:00
P00264,Indoor Product 264,Sports,Indoor,3177.6042,VND,SKU000264,True,2024-02-18T00:00:00+00:00,2024-04-11T00:00:00+00:00,woocommerce,2024-04-11T01:00:00+00:00
P00265,Women Product 265,Fashion,Women,33.282,VND,SKU000265,False,2024-02-23T00:00:00+00:00,2024-04-01T00:00:00+00:00,erp,2024-04-01T01:00:00+00:00
P00266,Kitchen Product 266,Home,Kitchen,466.0183,VND,SKU000266,False,2024-09-01T00:00:00+00:00,2024-09-13T00:00:00+00:00,erp,2024-09-13T01:00:00+00:00
P00267,Laptop Product 267,Electronics,Laptop,3348.0578,VND,SKU000267,True,2024-07-15T00:00:00+00:00,2024-08-27T00:00:00+00:00,erp,2024-08-27T01:00:00+00:00
P00268,Decor Product 268,Home,Decor,2084.2432,VND,SKU000268,True,2024-06-20T00:00:00+00:00,2024-06-22T00:00:00+00:00,woocommerce,2024-06-22T01:00:00+00:00
P00269,Kids Product 269,Fashion,Kids,3127.12,VND,SKU000269,False,2025-10-03T00:00:00+00:00,2025-10-15T00:00:00+00:00,woocommerce,2025-10-15T01:00:00+00:00
P00270,Phone Product 270,Electronics,Phone,1789.3159,VND,SKU000270,True,2024-08-06T00:00:00+00:00,2024-08-12T00:00:00+00:00,erp,2024-08-12T01:00:00+00:00
P00271,Indoor Product 271,Sports,Indoor,1952.0414,VND,SKU000271,False,2024-11-19T00:00:00+00:00,2024-11-19T00:00:00+00:00,erp,2024-11-19T01:00:00+00:00
P00272,Tablet Product 272,Electronics,Tablet,3123.3079,VND,SKU000272,True,2024-10-12T00:00:00+00:00,2024-11-22T00:00:00+00:00,erp,2024-11-22T01:00:00+00:00
P00273,Kitchen Product 273,Home,Kitchen,2998.3568,VND,SKU000273,True,2024-11-04T00:00:00+00:00,2024-12-23T00:00:00+00:00,erp,2024-12-23T01:00:00+00:00
P00274,Men Product 274,Fashion,Men,4907.2653,VND,SKU000274,False,2025-09-06T00:00:00+00:00,2025-09-26T00:00:00+00:00,erp,2025-09-26T01:00:00+00:00
P00275,Men Product 275,Fashion,Men,4420.9955,VND,SKU000275,True,2025-10-12T00:00:00+00:00,2025-11-29T00:00:00+00:00,woocommerce,2025-11-29T01:00:00+00:00
P00276,Laptop Product 276,Electronics,Laptop,4561.3952,VND,SKU000276,False,2024-01-19T00:00:00+00:00,2024-02-26T00:00:00+00:00,woocommerce,2024-02-26T01:00:00+00:00
P00277,Decor Product 277,Home,Decor,4942.0205,VND,SKU000277,True,2025-08-24T00:00:00+00:00,2025-10-08T00:00:00+00:00,erp,2025-10-08T01:00:00+00:00
P00278,Laptop Product 278,Electronics,Laptop,2148.2044,VND,SKU000278,True,2024-08-30T00:00:00+00:00,2024-10-16T00:00:00+00:00,erp,2024-10-16T01:00:00+00:00
P00279,Phone Product 279,Electronics,Phone,1490.1075,VND,SKU000279,True,2025-01-18T00:00:00+00:00,2025-02-18T00:00:00+00:00,woocommerce,2025-02-18T01:00:00+00:00
P00280,Decor Product 280,Home,Decor,4617.8116,VND,SKU000280,False,2024-02-08T00:00:00+00:00,2024-02-23T00:00:00+00:00,woocommerce,2024-02-23T01:00:00+00:00
P00281,Kitchen Product 281,Home,Kitchen,3936.9847,VND,SKU000281,True,2024-11-21T00:00:00+00:00,2025-01-01T00:00:00+00:00,woocommerce,2025-01-01T01:00:00+00:00
P00282,Men Product 282,Fashion,Men,3667.0369,VND,SKU000282,True,2024-08-22T00:00:00+00:00,2024-10-15T00:00:00+00:00,erp,2024-10-15T01:00:00+00:00
P00283,Decor Product 283,Home,Decor,4589.2141,VND,SKU000283,True,2024-02-25T00:00:00+00:00,2024-04-23T00:00:00+00:00,erp,2024-04-23T01:00:00+00:00
P00284,Indoor Product 284,Sports,Indoor,2217.3808,VND,SKU000284,True,2024-11-25T00:00:00+00:00,2024-12-06T00:00:00+00:00,erp,2024-12-06T01:00:00+00:00
P00285,Fitness Product 285,Sports,Fitness,3175.4911,VND,SKU000285,True,2024-07-16T00:00:00+00:00,2024-07-19T00:00:00+00:00,erp,2024-07-19T01:00:00+00:00
P00286,Furniture Product 286,Home,Furniture,2748.747,VND,SKU000286,True,2024-06-26T00:00:00+00:00,2024-08-02T00:00:00+00:00,erp,2024-08-02T01:00:00+00:00
P00287,Laptop Product 287,Electronics,Laptop,829.1525,VND,SKU000287,True,2025-04-23T00:00:00+00:00,2025-05-12T00:00:00+00:00,erp,2025-05-12T01:00:00+00:00
P00288,Fitness Product 288,Sports,Fitness,1522.4725,VND,SKU000288,False,2025-09-12T00:00:00+00:00,2025-09-27T00:00:00+00:00,erp,2025-09-27T01:00:00+00:00
P00289,Women Product 289,Fashion,Women,4863.0505,VND,SKU000289,False,2024-03-22T00:00:00+00:00,2024-05-21T00:00:00+00:00,woocommerce,2024-05-21T01:00:00+00:00
P00290,Kitchen Product 290,Home,Kitchen,2531.4098,VND,SKU000290,False,2025-03-27T00:00:00+00:00,2025-04-23T00:00:00+00:00,erp,2025-04-23T01:00:00+00:00
P00291,Fitness Product 291,Sports,Fitness,4271.6706,VND,SKU000291,True,2025-01-25T00:00:00+00:00,2025-02-21T00:00:00+00:00,erp,2025-02-21T01:00:00+00:00
P00292,Kitchen Product 292,Home,Kitchen,1536.1779,VND,SKU000292,True,2025-01-24T00:00:00+00:00,2025-02-22T00:00:00+00:00,woocommerce,2025-02-22T01:00:00+00:00
P00293,Fitness Product 293,Sports,Fitness,3577.1682,VND,SKU000293,True,2024-12-07T00:00:00+00:00,2024-12-15T00:00:00+00:00,erp,2024-12-15T01:00:00+00:00
P00294,Furniture Product 294,Home,Furniture,2508.492,VND,SKU000294,True,2024-01-14T00:00:00+00:00,2024-03-09T00:00:00+00:00,woocommerce,2024-03-09T01:00:00+00:00
P00295,Outdoor Product 295,Sports,Outdoor,1871.993,VND,SKU000295,False,2025-02-08T00:00:00+00:00,2025-03-27T00:00:00+00:00,woocommerce,2025-03-27T01:00:00+00:00
P00296,Laptop Product 296,Electronics,Laptop,631.1428,VND,SKU000296,True,2024-02-09T00:00:00+00:00,2024-04-07T00:00:00+00:00,erp,2024-04-07T01:00:00+00:00
P00297,Outdoor Product 297,Sports,Outdoor,3548.551,VND,SKU000297,True,2024-12-22T00:00:00+00:00,2025-01-23T00:00:00+00:00,erp,2025-01-23T01:00:00+00:00
