order_id,customer_id,product_id,quantity,unit_price,total_amount,status,currency,order_date,shipped_at,delivered_at,_source,_loaded_at
O00134,C00580,P00775,10,206.5136,2065.136,delivered,VND,2025-06-07T00:00:00+00:00,2025-06-08T00:00:00+00:00,2025-06-11T00:00:00+00:00,oms,2025-06-11T01:00:00+00:00
O00135,C00950,P00070,3,766.3339,2299.0017,pending,VND,2025-06-19T00:00:00+00:00,2025-06-21T00:00:00+00:00,2025-06-25T00:00:00+00:00,shopify,2025-06-25T01:00:00+00:00
O00136,C00996,P00366,6,414.982,2489.892,delivered,VND,2024-12-17T00:00:00+00:00,2024-12-24T00:00:00+00:00,2024-12-26T00:00:00+00:00,shopify,2024-12-26T01:00:00+00:00
O00137,C00559,P00064,9,2087.6011,18788.4099,cancelled,VND,2025-02-09T00:00:00+00:00,2025-02-15T00:00:00+00:00,2025-02-18T00:00:00+00:00,oms,2025-02-18T01:00:00+00:00
O00138,C00834,P00213,8,803.7117,6429.6936,pending,VND,2024-09-24T00:00:00+00:00,2024-09-26T00:00:00+00:00,2024-09-30T00:00:00+00:00,oms,2024-09-30T01:00:00+00:00
O00139,C00054,P00659,4,2398.6792,9594.7168,paid,VND,2024-02-13T00:00:00+00:00,2024-02-15T00:00:00+00:00,2024-02-19T00:00:00+00:00,oms,2024-02-19T01:00:00+00:00
O00140,C00513,P00328,6,1943.7511,11662.5066,pending,VND,2025-10-11T00:00:00+00:00,2025-10-17T00:00:00+00:00,2025-10-24T00:00:00+00:00,shopify,2025-10-24T01:00:00+00:00
O00141,C00505,P00025,7,2754.6551,19282.5857,pending,VND,2024-02-11T00:00:00+00:00,2024-02-13T00:00:00+00:00,2024-02-23T00:00:00+00:00,oms,2024-02-23T01:00:00+00:00
O00142,C00236,P00597,8,45.6903,365.5224,cancelled,VND,2024-03-23T00:00:00+00:00,2024-03-28T00:00:00+00:00,2024-04-03T00:00:00+00:00,oms,2024-04-03T01:00:00+00:00
O00143,C00407,P00218,3,2685.7876,8057.3628,shipped,VND,2025-10-04T00:00:00+00:00,2025-10-10T00:00:00+00:00,2025-10-20T00:00:00+00:00,shopify,2025-10-20T01:00:00+00:00
O00144,C00570,P00384,9,1948.2147,17533.9323,shipped,VND,2024-07-25T00:00:00+00:00,2024-08-01T00:00:00+00:00,2024-08-11T00:00:00+00:00,shopify,2024-08-11T01:00:00+00:00
O00145,C00201,P00335,5,1969.2359,9846.1795,pending,VND,2025-10-28T00:00:00+00:00,2025-10-31T00:00:00+00:00,2025-11-08T00:00:00+00:00,shopify,2025-11-08T01:00:00+00:00
O00146,C00618,P00991,9,3852.3832,34671.4488,pending,VND,2024-07-28T00:00:00+00:00,2024-07-30T00:00:00+00:00,2024-08-01T00:00:00+00:00,shopify,2024-08-01T01:00:00+00:00
O00147,C00824,P00110,4,1008.7117,4034.8468,paid,VND,2025-08-06T00:00:00+00:00,2025-08-12T00:00:00+00:00,2025-08-17T00:00:00+00:00,shopify,2025-08-17T01:00:00+00:00
O00148,C00370,P00475,1,3242.6721,3242.6721,paid,VND,2024-08-23T00:00:00+00:00,2024-08-28T00:00:00+00:00,2024-09-02T00:00:00+00:00,oms,2024-09-02T01:00:00+00:00
O00149,C00318,P00013,4,4149.6401,16598.5604,delivered,VND,2024-12-07T00:00:00+00:00,2024-12-09T00:00:00+00:00,2024-12-17T00:00:00+00:00,shopify,2024-12-17T01:00:00+00:00
O00150,C00469,P00401,10,3771.7546,37717.546,cancelled,VND,2025-05-18T00:00:00+00:00,2025-05-22T00:00:00+00:00,2025-05-31T00:00:00+00:00,shopify,2025-05-31T01:00:00+00:00
O00151,C00815,P00684,4,397.5939,1590.3756,cancelled,VND,2024-04-19T00:00:00+00:00,2024-04-20T00:00:00+00:00,2024-04-21T00:00:00+00:00,oms,2024-04-21T01:00:00+00:00
O00152,C00878,P00012,5,4651.4955,23257.4775,cancelled,VND,2024-11-06T00:00:00+00:00,2024-11-10T00:00:00+00:00,2024-11-17T00:00:00+00:00,oms,2024-11-17T01:00:00+00:00
O00153,C00100,P00055,6,1084.3901,6506.3406,pending,VND,2024-07-14T00:00:00+00:00,2024-07-18T00:00:00+00:00,2024-07-24T00:00:00+00:00,shopify,2024-07-24T01:00:00+00:00
O00154,C00428,P00670,1,1494.3749,1494.3749,paid,VND,2024-02-05T00:00:00+00:00,2024-02-06T00:00:00+00:00,2024-02-11T00:00:00+00:00,shopify,2024-02-11T01:00:00+00:00
O00155,C00468,P00953,4,610.4219,2441.6876,delivered,VND,2025-10-13T00:00:00+00:00,2025-10-19T00:00:00+00:00,2025-10-20T00:00:00+00:00,oms,2025-10-20T01:00:00+00:00
O00156,C00015,P00116,2,3626.7971,7253.5942,cancelled,VND,2025-04-11T00:00:00+00:00,2025-04-18T00:00:00+00:00,2025-04-28T00:00:00+00:00,shopify,2025-04-28T01:00:00+00:00
O00157,C00277,P00024,10,2403.8277,24038.277,delivered,VND,2024-06-05T00:00:00+00:00,2024-06-07T00:00:00+00:00,2024-06-09T00:00:00+00:00,shopify,2024-06-09T01:00:00+00:00
O00158,C00031,P00039,8,2168.1127,17344.9016,pending,VND,2025-04-21T00:00:00+00:00,2025-04-25T00:00:00+00:00,2025-04-28T00:00:00+00:00,oms,2025-04-28T01:00:00+00:00
O00159,C00673,P00065,5,3552.4097,17762.0485,pending,VND,2025-05-05T00:00:00+00:00,2025-05-07T00:00:00+00:00,2025-05-12T00:00:00+00:00,shopify,2025-05-12T01:00:00+00:00
O00160,C00987,P00893,4,1181.7443,4726.9772,pending,VND,2025-04-03T00:00:00+00:00,2025-04-10T00:00:00+00:00,2025-04-11T00:00:00+00:00,shopify,2025-04-11T01:00:00+00:00
O00161,C00573,P00975,8,3961.8992,31695.1936,pending,VND,2024-02-18T00:00:00+00:00,2024-02-21T00:00:00+00:00,2024-02-27T00:00:00+00:00,shopify,2024-02-27T01:00:00+00:00
O00162,C00468,P00841,8,2727.5078,21820.0624,cancelled,VND,2025-01-17T00:00:00+00:00,2025-01-23T00:00:00+00:00,2025-01-29T00:00:00+00:00,oms,2025-01-29T01:00:00+00:00
O00163,C00329,P00753,6,2040.9382,12245.6292,delivered,VND,2025-08-17T00:00:00+00:00,2025-08-21T00:00:00+00:00,2025-08-27T00:00:00+00:00,shopify,2025-08-27T01:00:00+00:00
O00164,C00786,P00300,3,4072.9951,12218.9853,delivered,VND,2025-05-21T00:00:00+00:00,2025-05-27T00:00:00+00:00,2025-06-05T00:00:00+00:00,shopify,2025-06-05T01:00:00+00:00
O00165,C00985,P00443,2,3014.738,6029.476,delivered,VND,2024-05-20T00:00:00+00:00,2024-05-23T00:00:00+00:00,2024-05-29T00:00:00+00:00,shopify,2024-05-29T01:00:00+00:00
O00166,C00772,P00553,3,4449.8071,13349.4213,cancelled,VND,2024-12-17T00:00:00+00:00,2024-12-22T00:00:00+00:00,2024-12-25T00:00:00+00:00,shopify,2024-12-25T01:00:00+00:00
O00167,C00554,P00648,3,4256.9783,12770.9349,delivered,VND,2025-08-10T00:00:00+00:00,2025-08-12T00:00:00+00:00,2025-08-16T00:00:00+00:00,oms,2025-08-16T01:00:00+00:00
O00168,C00844,P00430,2,4952.6146,9905.2292,pending,VND,2025-07-11T00:00:00+00:00,2025-07-12T00:00:00+00:00,2025-07-21T00:00:00+00:00,oms,2025-07-21T01:00:00+00:00
O00169,C00261,P00957,9,3326.5383,29938.8447,shipped,VND,2024-06-17T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-27T00:00:00+00:00,shopify,2024-06-27T01:00:00+00:00
O00170,C00120,P00334,6,2746.769,16480.614,paid,VND,2025-02-08T00:00:00+00:00,2025-02-13T00:00:00+00:00,2025-02-20T00:00:00+00:00,shopify,2025-02-20T01:00:00+00:00
O00171,C00768,P00418,2,1136.8159,2273.6318,paid,VND,2025-10-21T00:00:00+00:00,2025-10-25T00:00:00+00:00,2025-10-28T00:00:00+00:00,oms,2025-10-28T01:00:00+00:00
O00172,C00915,P00813,9,4001.6767,36015.0903,shipped,VND,2025-05-22T00:00:00+00:00,2025-05-24T00:00:00+00:00,2025-05-26T00:00:00+00:00,oms,2025-05-26T01:00:00+00:00
O00173,C00774,P00416,5,4127.9075,20639.5375,paid,VND,2025-07-08T00:00:00+00:00,2025-07-14T00:00:00+00:00,2025-07-16T00:00:00+00:00,oms,2025-07-16T01:00:00+00:00
O00174,C00017,P00032,5,614.1669,3070.8345,pending,VND,2024-07-09T00:00:00+00:00,2024-07-16T00:00:00+00:00,2024-07-18T00:00:00+00:00,shopify,2024-07-18T01:00:00+00:00
O00175,C00464,P00974,2,2115.3685,4230.737,pending,VND,2025-01-01T00:00:00+00:00,2025-01-07T00:00:00+00:00,2025-01-14T00:00:00+00:00,shopify,2025-01-14T01:00:00+00:00
O00176,C00352,P00398,6,1050.1575,6300.945,delivered,VND,2025-03-14T00:00:00+00:00,2025-03-19T00:00:00+00:00,2025-03-29T00:00:00+00:00,oms,2025-03-29T01:00:00+00:00
O00177,C00696,P00504,1,2504.9743,2504.9743,delivered,VND,2024-12-25T00:00:00+00:00,2024-12-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,shopify,2024-12-31T01:00:00+00:00
O00178,C00771,P00552,2,2119.2813,4238.5626,delivered,VND,2025-08-24T00:00:00+00:00,2025-08-29T00:00:00+00:00,2025-09-04T00:00:00+00:00,oms,2025-09-04T01:00:00+00:00
O00179,C00390,P00040,8,3797.6569,30381.2552,cancelled,VND,2024-03-29T00:00:00+00:00,2024-04-02T00:00:00+00:00,2024-04-07T00:00:00+00:00,oms,2024-04-07T01:00:00+00:00
O00180,C00085,P00252,2,2278.8841,4557.7682,delivered,VND,2024-12-11T00:00:00+00:00,2024-12-13T00:00:00+00:00,2024-12-23T00:00:00+00:00,oms,2024-12-23T01:00:00+00:00
O00181,C00331,P00318,9,3888.0472,34992.4248,delivered,VND,2025-04-07T00:00:00+00:00,2025-04-09T00:00:00+00:00,2025-04-19T00:00:00+00:00,oms,2025-04-19T01:00:00+00:00
O00182,C00011,P00701,3,2971.211,8913.633,cancelled,VND,2025-11-22T00:00:00+00:00,2025-11-29T00:00:00+00:00,2025-11-30T00:00:00+00:00,shopify,2025-11-30T01:00:00+00:00
O00183,C00071,P00515,3,2321.2681,6963.8043,pending,VND,2025-08-01T00:00:00+00:00,2025-08-05T00:00:00+00:00,2025-08-14T00:00:00+00:00,shopify,2025-08-14T01:00:00+00:00
O00184,C00600,P00121,9,2460.584,22145.256,pending,VND,2025-04-07T00:00:00+00:00,2025-04-10T00:00:00+00:00,2025-04-13T00:00:00+00:00,shopify,2025-04-13T01:00:00+00:00
O00185,C00616,P00340,7,557.2761,3900.9327,paid,VND,2024-06-07T00:00:00+00:00,2024-06-14T00:00:00+00:00,2024-06-16T00:00:00+00:00,shopify,2024-06-16T01:00:00+00:00
O00186,C00498,P00256,1,1942.6454,1942.6454,pending,VND,2025-10-31T00:00:00+00:00,2025-11-02T00:00:00+00:00,2025-11-09T00:00:00+00:00,shopify,2025-11-09T01:00:00+00:00
O00187,C00188,P00229,6,4329.1723,25975.0338,paid,VND,2025-08-20T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-09-04T00:00:00+00:00,shopify,2025-09-04T01:00:00+00:00
O00188,C00828,P00718,2,516.6732,1033.3464,cancelled,VND,2024-05-22T00:00:00+00:00,2024-05-24T00:00:00+00:00,2024-06-03T00:00:00+00:00,oms,2024-06-03T01:00:00+00:00
O00189,C00449,P00509,6,3973.7434,23842.4604,shipped,VND,2025-03-16T00:00:00+00:00,2025-03-17T00:00:00+00:00,2025-03-26T00:00:00+00:00,oms,2025-03-26T01:00:00+00:00
O00190,C00429,P00486,1,1401.722,1401.722,pending,VND,2025-07-24T00:00:00+00:00,2025-07-30T00:00:00+00:00,2025-08-06T00:00:00+00:00,oms,2025-08-06T01:00:00+00:00
O00191,C00090,P00270,6,2378.3813,14270.2878,pending,VND,2025-06-03T00:00:00+00:00,2025-06-05T00:00:00+00:00,2025-06-08T00:00:00+00:00,oms,2025-06-08T01:00:00+00:00
O00192,C00166,P00089,10,942.0857,9420.857,shipped,VND,2024-07-20T00:00:00+00:00,2024-07-24T00:00:00+00:00,2024-08-02T00:00:00+00:00,shopify,2024-08-02T01:00:00+00:00
O00193,C00490,P00069,3,2914.7814,8744.3442,paid,VND,2024-04-28T00:00:00+00:00,2024-05-03T00:00:00+00:00,2024-05-04T00:00:00+00:00,oms,2024-05-04T01:00:00+00:00
O00194,C00151,P00308,3,3735.7443,11207.2329,pending,VND,2025-02-04T00:00:00+00:00,2025-02-05T00:00:00+00:00,2025-02-11T00:00:00+00:00,oms,2025-02-11T01:00:00+00:00
O00195,C00116,P00538,5,2932.0085,14660.0425,shipped,VND,2024-01-10T00:00:00+00:00,2024-01-13T00:00:00+00:00,2024-01-16T00:00:00+00:00,oms,2024-01-16T01:00:00+00:00
O00196,C00882,P00492,4,951.4484,3805.7936,paid,VND,2025-05-01T00:00:00+00:00,2025-05-05T00:00:00+00:00,2025-05-13T00:00:00+00:00,oms,2025-05-13T01:00:00+00:00
O00197,C00177,P00398,9,3170.6489,28535.8401,paid,VND,2025-07-08T00:00:00+00:00,2025-07-15T00:00:00+00:00,2025-07-17T00:00:00+00:00,oms,2025-07-17T01:00:00+00:00
O00198,C00879,P00523,3,4307.3155,12921.9465,pending,VND,2024-03-10T00:00:00+00:00,2024-03-14T00:00:00+00:00,2024-03-23T00:00:00+00:00,oms,2024-03-23T01:00:00+00:00
O00199,C00253,P00642,7,4200.457,29403.199,delivered,VND,2025-01-05T00:00:00+00:00,2025-01-07T00:00:00+00:00,2025-01-12T00:00:00+00:00,oms,2025-01-12T01:00:00+00:00
O00200,C00771,P00443,1,4354.6369,4354.6369,shipped,VND,2025-02-08T00:00:00+00:00,2025-02-09T00:00:00+00:00,2025-02-13T00:00:00+00:00,shopify,2025-02-13T01:00:00+00:00
O00201,C00461,P00621,4,3745.5564,14982.2256,cancelled,VND,2024-05-10T00:00:00+00:00,2024-05-14T00:00:00+00:00,2024-05-24T00:00:00+00:00,shopify,2024-05-24T01:00:00+00:00
O00202,C00662,P00893,3,1214.2896,3642.8688,pending,VND,2025-06-17T00:00:00+00:00,2025-06-20T00:00:00+00:00,2025-06-28T00:00:00+00:00,shopify,2025-06-28T01:00:00+00:00
O00203,C00615,P00032,7,341.0065,2387.0455,pending,VND,2024-03-27T00:00:00+00:00,2024-04-02T00:00:00+00:00,2024-04-05T00:00:00+00:00,shopify,2024-04-05T01:00:00+00:00
O00204,C00285,P00403,5,2327.8904,11639.452,cancelled,VND,2024-12-15T00:00:00+00:00,2024-12-18T00:00:00+00:00,2024-12-27T00:00:00+00:00,shopify,2024-12-27T01:00:00+00:00
O00205,C00942,P00316,8,2562.0854,20496.6832,cancelled,VND,2025-01-30T00:00:00+00:00,2025-02-06T00:00:00+00:00,2025-02-16T00:00:00+00:00,oms,2025-02-16T01:00:00+00:00
O00206,C00481,P00346,2,3460.2061,6920.4122,cancelled,VND,2024-12-16T00:00:00+00:00,2024-12-21T00:00:00+00:00,2024-12-30T00:00:00+00:00,oms,2024-12-30T01:00:00+00:00
O00207,C00258,P00645,5,4671.4627,23357.3135,paid,VND,2024-10-22T00:00:00+00:00,2024-10-27T00:00:00+00:00,2024-11-05T00:00:00+00:00,shopify,2024-11-05T01:00:00+00:00
O00208,C00950,P00928,6,4537.016,27222.096,shipped,VND,2025-08-02T00:00:00+00:00,2025-08-04T00:00:00+00:00,2025-08-10T00:00:00+00:00,oms,2025-08-10T01:00:00+00:00
O00209,C00846,P00344,9,3383.7396,30453.6564,delivered,VND,2024-10-12T00:00:00+00:00,2024-10-15T00:00:00+00:00,2024-10-25T00:00:00+00:00,oms,2024-10-25T01:00:00+00:00
O00210,C00787,P00628,3,4013.1997,12039.5991,cancelled,VND,2024-10-29T00:00:00+00:00,2024-10-31T00:00:00+00:00,2024-11-06T00:00:00+00:00,shopify,2024-11-06T01:00:00+00:00
O00211,C00210,P00818,8,2912.9276,23303.4208,paid,VND,2024-06-26T00:00:00+00:00,2024-06-27T00:00:00+00:00,2024-07-02T00:00:00+00:00,oms,2024-07-02T01:00:00+00:00
O00212,C00613,P00809,6,923.5584,5541.3504,shipped,VND,2025-10-25T00:00:00+00:00,2025-11-01T00:00:00+00:00,2025-11-09T00:00:00+00:00,oms,2025-11-09T01:00:00+00:00
O00213,C00402,P00496,5,4663.0947,23315.4735,paid,VND,2025-04-15T00:00:00+00:00,2025-04-20T00:00:00+00:00,2025-04-26T00:00:00+00:00,shopify,2025-04-26T01:00:00+00:00
O00214,C00621,P00074,5,630.9021,3154.5105,delivered,VND,2025-01-20T00:00:00+00:00,2025-01-27T00:00:00+00:00,2025-02-05T00:00:00+00:00,oms,2025-02-05T01:00:00+00:00
O00215,C00069,P00194,5,4639.7505,23198.7525,shipped,VND,2025-04-10T00:00:00+00:00,2025-04-15T00:00:00+00:00,2025-04-25T00:00:00+00:00,shopify,2025-04-25T01:00:00+00:00
O00216,C00204,P00273,1,4908.0724,4908.0724,pending,VND,2025-10-05T00:00:00+00:00,2025-10-09T00:00:00+00:00,2025-10-19T00:00:00+00:00,shopify,2025-10-19T01:00:00+00:00
O00217,C00448,P00397,6,606.0294,3636.1764,pending,VND,2024-07-04T00:00:00+00:00,2024-07-05T00:00:00+00:00,2024-07-11T00:00:00+00:00,oms,2024-07-11T01:00:00+00:00
O00218,C00868,P00072,5,546.2335,2731.1675,pending,VND,2025-07-02T00:00:00+00:00,2025-07-05T00:00:00+00:00,2025-07-08T00:00:00+00:00,shopify,2025-07-08T01:00:00+00:00
O00219,C00210,P00041,10,308.8006,3088.006,shipped,VND,2024-04-24T00:00:00+00:00,2024-04-27T00:00:00+00:00,2024-05-07T00:00:00+00:00,shopify,2024-05-07T01:00:00+00:00
O00220,C00441,P00247,4,1109.9837,4439.9348,cancelled,VND,2025-09-10T00:00:00+00:00,2025-09-15T00:00:00+00:00,2025-09-20T00:00:00+00:00,shopify,2025-09-20T01:00:00+00:00
O00221,C00861,P00243,3,124.5408,373.6224,paid,VND,2025-08-21T00:00:00+00:00,2025-08-24T00:00:00+00:00,2025-08-28T00:00:00+00:00,shopify,2025-08-28T01:00:00+00:00
O00222,C00209,P00555,10,97.0285,970.285,cancelled,VND,2024-06-13T00:00:00+00:00,2024-06-14T00:00:00+00:00,2024-06-24T00:00:00+00:00,shopify,2024-06-24T01:00:00+00:00
O00223,C00829,P00498,2,487.4615,974.923,delivered,VND,2025-02-20T00:00:00+00:00,2025-02-22T00:00:00+00:00,2025-02-26T00:00:00+00:00,oms,2025-02-26T01:00:00+00:00
O00224,C00914,P00178,4,1404.5587,5618.2348,delivered,VND,2024-01-04T00:00:00+00:00,2024-01-06T00:00:00+00:00,2024-01-11T00:00:00+00:00,shopify,2024-01-11T01:00:00+00:00
O00225,C00457,P00219,4,510.8294,2043.3176,delivered,VND,2024-03-24T00:00:00+00:00,2024-03-28T00:00:00+00:00,2024-04-05T00:00:00+00:00,oms,2024-04-05T01:00:00+00:00
O00226,C00757,P00910,7,4254.426,29780.982,shipped,VND,2025-01-24T00:00:00+00:00,2025-01-25T00:00:00+00:00,2025-02-03T00:00:00+00:00,oms,2025-02-03T01:00:00+00:00
O00227,C00903,P00690,8,2188.8849,17511.0792,pending,VND,2025-06-20T00:00:00+00:00,2025-06-23T00:00:00+00:00,2025-06-29T00:00:00+00:00,shopify,2025-06-29T01:00:00+00:00
O00228,C00520,P00631,7,4192.7126,29348.9882,paid,VND,2025-09-13T00:00:00+00:00,2025-09-15T00:00:00+00:00,2025-09-21T00:00:00+00:00,oms,2025-09-21T01:00:00+00:00
O00229,C00616,P00858,7,850.2244,5951.5708,shipped,VND,2025-02-17T00:00:00+00:00,2025-02-19T00:00:00+00:00,2025-02-23T00:00:00+00:00,shopify,2025-02-23T01:00:00+00:00
O00230,C00415,P00281,4,3577.5196,14310.0784,delivered,VND,2024-08-24T00:00:00+00:00,2024-08-28T00:00:00+00:00,2024-09-07T00:00:00+00:00,oms,2024-09-07T01:00:00+00:00
O00231,C00703,P00958,10,1227.9238,12279.238,delivered,VND,2024-03-07T00:00:00+00:00,2024-03-11T00:00:00+00:00,2024-03-12T00:00:00+00:00,shopify,2024-03-12T01:00:00+00:00
O00232,C00369,P00391,1,2459.8778,2459.8778,delivered,VND,2025-04-01T00:00:00+00:00,2025-04-05T00:00:00+00:00,2025-04-07T00:00:00+00:00,shopify,2025-04-07T01:00:00+00:00
O00233,C00357,P00235,5,1839.3078,9196.539,paid,VND,2024-09-23T00:00:00+00:00,2024-09-27T00:00:00+00:00,2024-09-30T00:00:00+00:00,oms,2024-09-30T01:00:00+00:00
O00234,C00875,P00600,9,2999.5351,26995.8159,delivered,VND,2024-07-19T00:00:00+00:00,2024-07-26T00:00:00+00:00,2024-07-27T00:00:00+00:00,shopify,2024-07-27T01:00:00+00:00
O00235,C00050,P00779,4,458.9628,1835.8512,cancelled,VND,2024-06-11T00:00:00+00:00,2024-06-12T00:00:00+00:00,2024-06-22T00:00:00+00:00,oms,2024-06-22T01:00:00+00:00
O00236,C00257,P00082,9,4660.7304,41946.5736,paid,VND,2025-04-08T00:00:00+00:00,2025-04-10T00:00:00+00:00,2025-04-15T00:00:00+00:00,shopify,2025-04-15T01:00:00+00:00
O00237,C00286,P00892,3,1153.1524,3459.4572,pending,VND,2024-11-15T00:00:00+00:00,2024-11-17T00:00:00+00:00,2024-11-26T00:00:00+00:00,oms,2024-11-26T01:00:00+00:00
O00238,C00893,P00095,10,270.2112,2702.112,shipped,VND,2025-11-01T00:00:00+00:00,2025-11-08T00:00:00+00:00,2025-11-11T00:00:00+00:00,shopify,2025-11-11T01:00:00+00:00
O00239,C00965,P00434,3,1188.8637,3566.5911,pending,VND,2024-07-19T00:00:00+00:00,2024-07-24T00:00:00+00:00,2024-07-26T00:00:00+00:00,oms,2024-07-26T01:00:00+00:00
O00240,C00276,P00837,3,2674.4271,8023.2813,paid,VND,2025-04-18T00:00:00+00:00,2025-04-23T00:00:00+00:00,2025-04-29T00:00:00+00:00,oms,2025-04-29T01:00:00+00:00
O00241,C00547,P00955,3,1235.7762,3707.3286,shipped,VND,2024-01-09T00:00:00+00:00,2024-01-12T00:00:00+00:00,2024-01-15T00:00:00+00:00,oms,2024-01-15T01:00:00+00:00
O00242,C00513,P00517,1,1975.0903,1975.0903,paid,VND,2024-06-20T00:00:00+00:00,2024-06-21T00:00:00+00:00,2024-06-29T00:00:00+00:00,oms,2024-06-29T01:00:00+00:00
O00243,C00248,P00883,10,4173.0568,41730.568,delivered,VND,2025-08-10T00:00:00+00:00,2025-08-17T00:00:00+00:00,2025-08-22T00:00:00+00:00,oms,2025-08-22T01:00:00+00:00
O00244,C00466,P00180,2,3570.0142,7140.0284,pending,VND,2024-06-14T00:00:00+00:00,2024-06-20T00:00:00+00:00,2024-06-30T00:00:00+00:00,oms,2024-06-30T01:00:00+00:00
O00245,C00387,P00140,1,1443.1405,1443.1405,delivered,VND,2025-06-25T00:00:00+00:00,2025-07-02T00:00:00+00:00,2025-07-10T00:00:00+00:00,shopify,2025-07-10T01:00:00+00:00
O00246,C00911,P00538,8,4810.9034,38487.2272,cancelled,VND,2025-06-16T00:00:00+00:00,2025-06-19T00:00:00+00:00,2025-06-29T00:00:00+00:00,shopify,2025-06-29T01:00:00+00:00
O00247,C00770,P00258,9,4684.9818,42164.8362,paid,VND,2024-06-19T00:00:00+00:00,2024-06-24T00:00:00+00:00,2024-07-02T00:00:00+00:00,oms,2024-07-02T01:00:00+00:00
O00248,C00212,P00076,10,4973.6258,49736.258,delivered,VND,2024-11-01T00:00:00+00:00,2024-11-02T00:00:00+00:00,2024-11-12T00:00:00+00:00,shopify,2024-11-12T01:00:00+00:00
O00249,C00385,P00307,6,129.1405,774.843,paid,VND,2025-05-13T00:00:00+00:00,2025-05-15T00:00:00+00:00,2025-05-16T00:00:00+00:00,shopify,2025-05-16T01:00:00+00:00
O00250,C00794,P00654,3,2255.2028,6765.6084,shipped,VND,2025-08-27T00:00:00+00:00,2025-09-03T00:00:00+00:00,2025-09-06T00:00:00+00:00,shopify,2025-09-06T01:00:00+00:00
O00251,C00251,P00146,1,4503.5129,4503.5129,delivered,VND,2025-03-25T00:00:00+00:00,2025-03-28T00:00:00+00:00,2025-04-05T00:00:00+00:00,shopify,2025-04-05T01:00:00+00:00
O00252,C00730,P00477,6,4413.0934,26478.5604,pending,VND,2025-04-19T00:00:00+00:00,2025-04-21T00:00:00+00:00,2025-04-28T00:00:00+00:00,oms,2025-04-28T01:00:00+00:00
O00253,C00971,P00150,2,1484.1363,2968.2726,delivered,VND,2024-02-24T00:00:00+00:00,2024-02-27T00:00:00+00:00,2024-03-06T00:00:00+00:00,shopify,2024-03-06T01:00:00+00:00
O00254,C00080,P00613,5,1780.3242,8901.621,pending,VND,2025-06-08T00:00:00+00:00,2025-06-13T00:00:00+00:00,2025-06-21T00:00:00+00:00,shopify,2025-06-21T01:00:00+00:00
O00255,C00070,P00361,6,975.4617,5852.7702,pending,VND,2025-06-02T00:00:00+00:00,2025-06-04T00:00:00+00:00,2025-06-05T00:00:00+00:00,oms,2025-06-05T01:00:00+00:00
O00256,C00763,P00729,9,1355.347,12198.123,cancelled,VND,2024-01-26T00:00:00+00:00,2024-01-31T00:00:00+00:00,2024-02-04T00:00:00+00:00,shopify,2024-02-04T01:00:00+00:00
O00257,C00025,P00460,7,1676.8642,11738.0494,cancelled,VND,2025-09-19T00:00:00+00:00,2025-09-23T00:00:00+00:00,2025-09-29T00:00:00+00:00,shopify,2025-09-29T01:00:00+00:00
O00258,C00292,P00377,1,4008.1076,4008.1076,delivered,VND,2025-08-22T00:00:00+00:00,2025-08-23T00:00:00+00:00,2025-08-31T00:00:00+00:00,shopify,2025-08-31T01:00:00+00:00
O00259,C00782,P00527,1,3334.9369,3334.9369,cancelled,VND,2025-07-15T00:00:00+00:00,2025-07-21T00:00:00+00:00,2025-07-31T00:00:00+00:00,oms,2025-07-31T01:00:00+00:00
O00260,C00992,P00158,7,1657.4588,11602.2116,paid,VND,2025-03-26T00:00:00+00:00,2025-04-01T00:00:00+00:00,2025-04-06T00:00:00+00:00,oms,2025-04-06T01:00:00+00:00
O00261,C00781,P00937,4,475.0161,1900.0644,paid,VND,2025-01-28T00:00:00+00:00,2025-01-31T00:00:00+00:00,2025-02-07T00:00:00+00:00,oms,2025-02-07T01:00:00+00:00
O00262,C00046,P00311,1,4768.2627,4768.2627,paid,VND,2024-07-18T00:00:00+00:00,2024-07-22T00:00:00+00:00,2024-08-01T00:00:00+00:00,shopify,2024-08-01T01:00:00+00:00
O00263,C00819,P00846,3,2140.2883,6420.8649,pending,VND,2025-08-04T00:00:00+00:00,2025-08-07T00:00:00+00:00,2025-08-11T00:00:00+00:00,oms,2025-08-11T01:00:00+00:00
O00264,C00168,P00880,1,1334.8834,1334.8834,paid,VND,2025-05-09T00:00:00+00:00,2025-05-16T00:00:00+00:00,2025-05-18T00:00:00+00:00,shopify,2025-05-18T01:00:00+00:00
O00265,C00938,P00170,8,580.0427,4640.3416,cancelled,VND,2025-11-16T00:00:00+00:00,2025-11-20T00:00:00+00:00,2025-11-26T00:00:00+00:00,shopify,2025-11-26T01:00:00+00:00
O00266,C00872,P00481,5,2889.4468,14447.234,shipped,VND,2025-07-15T00:00:00+00:00,2025-07-22T00:00:00+00:00,2025-07-28T00:00:00+00:00,oms,2025-07-28T01:00:00+00:00
O00267,C00684,P00699,10,2605.0409,26050.409,paid,VND,2024-10-12T00:00:00+00:00,2024-10-19T00:00:00+00:00,2024-10-29T00:00:00+00:00,oms,2024-10-29T01:00:00+00:00
